kappa_target,kappa_actual,run_id,method,mse,support_recall,support_precision,rel_err
200,162.98019875629322,11,EN_Fixed,1.074384139667457,1.0,0.5,0.6806117123811363
200,162.98019875629322,11,EN_Dynamic,1.8461852648668038,1.0,0.5,0.8921898215685482
200,162.98019875629322,11,OMP,3.4019626537656136e-31,1.0,1.0,3.8298731953887967e-16
200,162.98019875629322,11,Lasso,4.171536753426497e-08,1.0,0.8,0.00013411200684088634
200,162.98019875629322,11,Ridge,0.8407631413164005,1.0,0.4,0.6020831265680229
200,123.84882167349055,12,EN_Fixed,2.5120684281045208e-05,1.0,1.0,0.005371098963531617
200,123.84882167349055,12,EN_Dynamic,0.8707734051007121,0.0,0.0,1.0
200,123.84882167349055,12,OMP,2.4076644283515107,0.5,0.5,1.6628206145247781
200,123.84882167349055,12,Lasso,5.044538837982445e-07,1.0,1.0,0.0007611288025437799
200,123.84882167349055,12,Ridge,0.44580525191650067,1.0,0.4,0.7155170912118008
200,149.34224395356284,13,EN_Fixed,0.00016243014454984304,1.0,0.5714285714285714,0.019768704483198375
200,149.34224395356284,13,EN_Dynamic,0.4156331820784563,0.0,0.0,1.0
200,149.34224395356284,13,OMP,0.009810142583273153,0.5,0.5,0.1536323075563002
200,149.34224395356284,13,Lasso,3.796414311625996e-09,1.0,1.0,9.557222456308724e-05
200,149.34224395356284,13,Ridge,0.13995736078981375,1.0,0.4,0.5802868994644315
200,138.8519278023006,14,EN_Fixed,2.33943161105177e-10,1.0,0.8,2.27715152799165e-05
200,138.8519278023006,14,EN_Dynamic,0.4511557454300286,0.0,0.0,1.0
200,138.8519278023006,14,OMP,0.02937698571108837,0.75,0.75,0.2551763198710461
200,138.8519278023006,14,Lasso,2.371266824993722e-10,1.0,0.8,2.2925930234008883e-05
200,138.8519278023006,14,Ridge,0.08552648663317632,1.0,0.4,0.43539864157140723
200,152.10240276706722,15,EN_Fixed,0.004200334149540692,1.0,0.4444444444444444,0.05986618215302796
200,152.10240276706722,15,EN_Dynamic,1.0805365921657937,0.5,1.0,0.9601948703886439
200,152.10240276706722,15,OMP,0.3188571398065291,0.75,0.75,0.5216001590944392
200,152.10240276706722,15,Lasso,0.0002774839821395112,1.0,0.5,0.015387164662853883
200,152.10240276706722,15,Ridge,0.28680370248160403,1.0,0.4,0.4946887328843385
200,122.85748117480996,16,EN_Fixed,5.708272667705501e-09,1.0,0.6666666666666666,7.334017587624332e-05
200,122.85748117480996,16,EN_Dynamic,0.8576655350379021,1.0,0.5,0.8989769808797402
200,122.85748117480996,16,OMP,0.04151221991874966,0.75,0.75,0.19777781352291401
200,122.85748117480996,16,Lasso,1.8568222592712575e-05,1.0,0.5,0.004182873772713206
200,122.85748117480996,16,Ridge,0.14365744424504528,1.0,0.4,0.3679202232029364
200,219.3862807469431,17,EN_Fixed,1.6881237068944684e-09,1.0,0.8,3.44214707421728e-05
200,219.3862807469431,17,EN_Dynamic,1.2164021226729762,0.5,0.6666666666666666,0.9239870254317681
200,219.3862807469431,17,OMP,0.808661999310543,0.75,0.75,0.7533743085159632
200,219.3862807469431,17,Lasso,1.1092238545293526e-09,1.0,0.8,2.7902099856714902e-05
200,219.3862807469431,17,Ridge,0.1519206590608445,1.0,0.4,0.32653948701696156
200,145.75918033111074,18,EN_Fixed,2.4526319292555052e-08,1.0,0.5,0.0001160610983641943
200,145.75918033111074,18,EN_Dynamic,1.7551941306164114,0.5,0.6666666666666666,0.9818226942947272
200,145.75918033111074,18,OMP,0.3821482836366982,0.75,0.75,0.4581275866344708
200,145.75918033111074,18,Lasso,9.94944541949788e-09,1.0,0.8,7.392135590432709e-05
200,145.75918033111074,18,Ridge,0.4589990689591749,1.0,0.4,0.5020840090565317
200,55.36772678096656,19,EN_Fixed,3.061260720226678e-08,1.0,0.8,0.00017014813067564339
