cond,trial,method,rec_n,rec_d,recovery_rate,rel_err,r2,mse,nmse,lambda1,lambda2
100,11,HPP_sparseho,4,4,0.999999999975,0.9688411568953924,-0.1782924399353485,1.2308720234766124,0.947455725158099,3e-05,7e-05
100,11,EN_manual,4,4,0.999999999975,0.9888568579064604,-0.21883980600804498,1.273228756689027,0.9800595447393952,3e-05,7e-05
100,11,Ridge,4,4,0.999999999975,0.9871622291247155,-0.21583233632763954,1.2700870830555542,0.9776412619172666,3e-05,7e-05
100,12,sparseho_EN,3,4,0.74999999998125,0.9792871827182235,-0.1311266914953475,7.384843154868737,0.9502996164654394,0.0054948620669267945,0.0006105402296585326
100,12,HPP_sparseho,3,4,0.74999999998125,0.97510979565872,-0.12567011625730462,7.349218540403653,0.9457153542471445,0.0054948620669267945,0.0006105402296585326
100,12,EN_manual,4,4,0.999999999975,0.989295721571376,-0.17349226647302496,7.661437393806176,0.9858924372832392,0.0054948620669267945,0.0006105402296585326
100,12,Ridge,4,4,0.999999999975,0.9868766169812849,-0.17194924399876443,7.651363386144146,0.9845960894236119,0.0054948620669267945,0.0006105402296585326
100,13,sparseho_EN,3,4,0.74999999998125,0.979941536835363,-0.18481418746589817,8.199126378816969,0.9552037845429937,0.02846049894151541,0.0031622776601683785
100,13,HPP_sparseho,3,4,0.74999999998125,0.980592004705582,-0.18821975273166336,8.222693500396632,0.9579493701924403,0.02846049894151541,0.0031622776601683785
100,13,EN_manual,3,4,0.74999999998125,0.9858426352939682,-0.19895219066384806,8.296963893079049,0.9666019213170366,0.02846049894151541,0.0031622776601683785
100,13,Ridge,3,4,0.74999999998125,0.9865874142384374,-0.20141886364621353,8.314033711900922,0.968590566788125,0.02846049894151541,0.0031622776601683785
100,14,sparseho_EN,2,4,0.4999999999875,0.9871794361371977,-0.19302200890601262,13.3415544938513,0.9735590215701994,0.012505459449358236,0.001389495494373137
